title,listed_in,scored
the creeping flesh,"horror, science fiction",3.6
the cowboy and the senorita,western,3.7
the cowboy and the lady,"comedy, drama, romance",3.6
the coverup,drama,3.5
the court jester,"action, comedy",3.4
the courageous dr. christian,drama,3.5
the count of monte cristo,drama,3.5
the cotton pickin truth still on the plantation,documentary,3.6
the corrupted,"action, adventure, drama",3.6
the confessor,drama,3.6
the competition,"arts, entertainment, and culture, drama, romance",3.6
the collector,"action, horror, suspense",3.6
the cleansing,horror,3.5
the christmas lodge,"drama, romance",3.6
the christmas elves,"animation, kids",3.4
the christmas candle,"drama, faith and spirituality, romance",3.5
the changeling,drama,3.6
the challenge: eta,documentary,3.5
the carol burnett show,comedy,3.6
the capture,western,3.6
the bumble nums - season 4,"action, animation, kids",3.5
the bridgewater triangle,special interest,3.5
the bridges at toko-ri,"action, drama",3.5
the bray road beast,documentary,3.5
the branch,comedy,3.4
the boys of st. vincent,drama,3.5
the boys,action,3.5
the bold and the beautiful,drama,3.6
the boat show,tv shows,3.6
the block,"special interest, unscripted",3.5
the black velvet gown,drama,3.5
the black kungfu experience,documentary,3.6
the black candle,drama,3.6
the bishop's wife,"comedy, drama",3.6
the bigamist,drama,3.5
the big sleep,music videos and concerts,3.5
the big cat,"action, drama",3.5
"the big black comedy show, vol. 5","arts, entertainment, and culture",3.5
the beverly hillbillies,"comedy, kids",3.5
the best of the three stooges in color!,comedy,3.6
the best of mister rogers' neighborhood,kids,3.5
the bernie mac show,"comedy, drama, kids",3.5
the benefactor,drama,3.6
the beckoning silence,documentary,3.4
the beautician and the beast,comedy,3.6
the beastmaster,"action, fantasy, science fiction",3.6
the beach boys: an american band,documentary,3.5
the basket,"drama, sports",3.6
the band's visit,"arts, entertainment, and culture, comedy",3.5
the ave,suspense,3.5
the attackers,tv shows,3.5
the astral factor,"horror, suspense",3.5
the asian connection,"action, suspense",3.6
the ash lad: in search of the golden castle,"action, science fiction",3.5
the art of war ii: betrayal,"action, suspense",3.6
the appleseed cast,music videos and concerts,3.5
the annuals,music videos and concerts,3.6
the angry red planet,science fiction,3.5
the amish shunned,documentary,3.5
the amish and the reformation,"documentary, faith and spirituality",3.6
the americans,tv shows,3.5
the american west,"arthouse, arts, entertainment, and culture, documentary",3.5
the american dream project,"drama, special interest, unscripted",3.5
the american civil war: a union divided,"documentary, special interest",3.5
the amazing world of war machines,"documentary, military and war",3.5
the amazing world of aviation series - 13-part,special interest,3.5
the amazing race,tv shows,3.6
the amazing adventure,"comedy, drama",3.6
the aliens,"drama, science fiction",3.4
the african queen,"adventure, drama, military and war",3.5
the affairs of cappy ricks,"comedy, drama",3.6
the affair,tv shows,3.5
the adventures of tintin,"action, animation, kids",3.5
the admiral was a lady,"drama, military and war",3.5
the a word,drama,3.5
"the 5th king- iran ""the blade"" barkley story","documentary, drama, sports",3.5
the 36th chamber of shaolin,"action, adventure",3.5
that uncertain feeling,comedy,3.5
that sugar film,"documentary, special interest",3.5
thappad (4k uhd),drama,3.6
thappad,drama,3.5
thao and the get down stay down,music videos and concerts,3.5
texas rising,"drama, western",3.5
texas legionaires,western,3.5
testing title - parichey is using this title,action,3.5
terrordactyl,science fiction,3.5
terror by night,"drama, suspense",3.6
tennessee queer,"comedy, drama, lgbtq",3.5
tenkai knights - rise of the knights,"anime, kids",3.6
tenkai knights,"animation, kids",3.5
templar nation,"adventure, drama",3.5
telmo and tula: volume 3,kids,3.5
tell me your secrets,drama,3.6
tel aviv on fire,comedy,3.6
teenkahon,"comedy, international",3.6
teenage bank heist,"action, suspense",3.5
teen wolf,tv shows,3.5
teen lust,"comedy, horror",3.4
ted bundy: falling for a killer,"documentary, unscripted",3.5
technological marvels of the ancient world,"adventure, documentary, military and war",3.6
tear the roof off: the untold story of parliament funkadelic,documentary,3.5
team umizoomi,kids,3.6
"team hot wheels, skills to thrill","animation, kids",3.4
"team hot wheels, build the epic race","animation, kids",3.5
tayo the little bus,"documentary, kids",3.5
tattoo nation,"documentary, special interest",3.5
tattletales,unscripted,3.5
tarzan the fearless,"action, adventure",3.7
tarzan and the trappers,action,3.5
target for tonight,"military and war, special interest",3.7
tandav,drama,3.5
tan,"arthouse, drama, suspense",3.5
tamizh padam 2,"comedy, drama, international",3.6
tamara,horror,3.5
tall firs,music videos and concerts,3.6
tales from the loop,science fiction,3.6
taking 5,comedy,3.5
take us home: leeds united,tv shows,3.6
takatak,"comedy, international, young adult audience",3.6
"tad, the lost explorer and the secret of king midas","animation, kids",3.6
t-rex ranch dinosaur adventures,kids,3.5
symphony to rushing water,"music videos and concerts, special interest",3.5
symphony to iceland's gulfoss waterfall,"music videos and concerts, special interest",3.5
symphony to flowers,"music videos and concerts, special interest",3.6
symphony in colorado,"music videos and concerts, special interest",3.6
sye raa narasimha reddy (telugu),action,3.6
sye raa narasimha reddy (tamil),action,3.5
sye raa narasimha reddy (malayalam),action,3.6
sye raa narasimha reddy (hindi),action,3.5
sword oratoria: is it wrong to try to pick up girls in a dungeon? on the side,"action, anime, fantasy",3.5
swing hostess,"arts, entertainment, and culture, drama",3.5
swing and dance with little baby bum,kids,3.4
swiine,comedy,3.5
swedish dicks,comedy,3.5
swamp people,tv shows,3.5
survivors guide to prison,"documentary, special interest, suspense",3.5
survivor,unscripted,3.5
surgeons: at the edge of life,documentary,3.5
supersize vs superskinny,special interest,3.6
superships,"action, adventure, documentary",3.5
supermarket sweep,unscripted,3.6
superheroes: a never-ending battle,special interest,3.6
"superfish: billfish, with david attenborough","documentary, special interest",3.5
superbook,"animation, faith and spirituality, kids",3.6
super size me 2: holy chicken!,"comedy, documentary, special interest",3.5
super size me,special interest,3.6
super jojo - yes yes vegetables song,kids,3.5
supa strikas - keep calm and soccer on,"animation, documentary, kids",3.5
"supa strikas - eat, sleep, play soccer","animation, documentary, kids",3.5
supa strikas - best in the field,"animation, kids, sports",3.5
supa strikas - alive and kickin',"animation, kids, sports",3.5
supa strikas - a goal in one!,"animation, documentary, kids",3.6
sunshine state,"arthouse, drama, romance",3.4
sunshine sento-sake (subbed) (4k uhd),tv shows,3.5
sunshine sento-sake (subbed),tv shows,3.5
sunshine hotel,"documentary, special interest",3.6
sunset on the desert,western,3.5
sunrise on the bosphorus,"documentary, special interest",3.5
sunnyside,"action, drama",3.6
sunny bunnies,"animation, kids",3.5
sundown saunders,western,3.6
sundown,"drama, military and war",3.5
summer 2019 american road trip,special interest,3.5
suits,drama,3.5
suicide,"action, drama, horror",3.5
sui dhaaga - made in india,"drama, international",3.6
sufiyum sujatayum,"drama, romance",3.5
subaru launch control,"documentary, special interest, sports",3.6
student of the year 2,"drama, international",3.6
striking range,"action, suspense",3.5
streets of compton,"documentary, special interest",3.5
street dance,"arts, entertainment, and culture, drama",3.5
strategic air command,"action, drama",3.5
strange wilderness,"action, young adult audience",3.6
strange love,tv shows,3.6
strange empire series,"drama, western",3.5
straight shooter,western,3.4
storytime with mila and morphle,"animation, kids",3.5
storm boy,"drama, faith and spirituality, kids",3.6
storage wars: texas,tv shows,3.5
storage wars: northern treasures,unscripted,3.5
storage wars new york,tv shows,3.6
storage wars,tv shows,3.6
stop making sense,"documentary, music videos and concerts",3.5
stitches,"comedy, horror",3.6
still today,comedy,3.6
still mine,"arthouse, drama",3.5
sticky fingers,comedy,3.5
stick man,"adventure, animation, kids",3.5
steven seagal lawman,"documentary, special interest",3.5
steve treviño: my life in quarantine,"arts, entertainment, and culture",3.6
steve hofstetter: ginger kid,"arts, entertainment, and culture, documentary",3.5
steve byrne: the byrne identity,"arts, entertainment, and culture, comedy, special interest",3.5
stephen fry: gadget man,"documentary, special interest, unscripted",3.6
stepfather 2,"horror, suspense",3.6
step on it,"action, drama",3.5
stella dallas (1937),"drama, romance",3.5
steep,"documentary, sports",3.5
stealing paradise,"drama, suspense",3.6
state of mind,tv shows,3.5
startalk with neil degrasse tyson,tv shows,3.6
star trek: voyager,"drama, science fiction, special interest",3.5
star trek: the next generation,"drama, science fiction, special interest",3.6
star trek: enterprise,science fiction,3.5
star trek: deep space nine,"drama, science fiction, special interest",3.6
star trek:  the original series,"action, adventure, science fiction",3.5
star trek original (remastered),science fiction,3.5
"stallone: frank, that is",documentary,3.5
stalker,tv shows,3.5
stalked by my doctor,"drama, suspense",3.5
stained glass windows,drama,3.6
stained,suspense,3.6
stagecoach - the original john wayne classic,"adventure, drama, western",3.6
stage door canteen,"arts, entertainment, and culture, comedy, military and war",3.5
springtime in the sierras,western,3.5
spring 1941,drama,3.5
spooks run wild,"comedy, horror",3.5
spongebob squarepants,kids,3.5
spongebob docupants,"drama, kids",3.6
spirited,tv shows,3.6
spirit rider,"drama, kids",3.7
spiral,special interest,3.6
spies of warsaw,drama,3.6
speed dreams - the fastest place on earth,"documentary, sports",3.5
special forces,"action, drama",3.5
soviet storm: world war ii in the east,documentary,3.5
southward ho!,western,3.5
soul to keep,"drama, horror",3.5
soothing waterfalls with music,"documentary, special interest",3.6
soothing surf at del norte for sleep black screen,special interest,3.6
soothing surf at carmel beach for sleep,special interest,3.5
soothing sights and sounds for kids,special interest,3.6
sonu ke titu ki sweety,"comedy, international",3.6
sons of the soil : jaipur pink panthers,"documentary, drama, sports",3.6
sonic x,"animation, anime, kids",3.5
song one,"arthouse, arts, entertainment, and culture, drama",3.6
song of the cloud forest,"fantasy, kids",3.5
song of texas,western,3.4
song of texas,action,3.6
song of arizona,"arts, entertainment, and culture, drama, western",3.6
son of the navy,"comedy, drama",3.6
son of monte cristo,"action, adventure",3.4
sometimes always never,"comedy, drama, suspense",3.6
something to sing about,"arts, entertainment, and culture, drama",3.5
something from nothing: the art of rap,"documentary, music videos and concerts",3.6
someone still loves you boris yeltsin,music videos and concerts,3.5
some assembly required,"animation, comedy",3.5
soldier of night,drama,3.5
solar flare,"kids, science fiction",3.6
sofia,"action, suspense",3.5
social animals,comedy,3.5
